sapling.id,site.plot,species,region,tube,livedead,growth,years.grown,max.growth
1430,Surry_3,w.oak,maine,N,1,4.5,2.5,4.5
1431,Surry_3,w.spruce,local,Y,1,22,5.5,22
1432,Surry_3,r.cedar,maine,N,1,0,0,0
1433,Surry_3,s.gum,southern,N,1,4.5,0.5,4.5
1434,Surry_3,ch.oak,maine,Y,1,-20,5.5,21
1435,Surry_3,tulip,southern,Y,1,-56,2.5,0
1436,Surry_3,w.pine,local,N,1,0,0,0
1437,Surry_3,s.gum,southern,N,1,-20,4.5,21.5
1438,Surry_3,r.cedar,maine,N,1,-1,0.5,0
1439,Surry_3,w.oak,maine,N,1,7.5,5.5,11.5
1440,Surry_3,w.spruce,local,N,1,10.5,5.5,10.5
1441,Surry_3,r.oak,local,N,1,0,0,0
1443,Surry_4,tulip,southern,N,1,-17.5,2.5,0
1444,Surry_4,r.oak,local,N,1,135.1,5.5,135.1
1445,Surry_4,s.gum,southern,N,1,-0.7,5.5,31.3
1446,Surry_4,w.spruce,local,N,1,6.3,3.5,6.8
1447,Surry_4,w.oak,maine,N,1,4,5.5,4
1448,Surry_4,ch.oak,maine,Y,1,6.1,5.5,15.1
1450,Surry_4,w.oak,maine,N,1,5.1,2.5,11.6
1452,Surry_4,w.spruce,local,N,1,13.6,5.5,13.6
1453,Surry_4,r.cedar,maine,N,1,-10.3,2,0
1454,Surry_4,ch.oak,maine,Y,1,1.1,5.5,42.1
1455,Surry_4,tulip,southern,Y,1,-29.4,2.5,2.6
1456,Surry_4,w.pine,local,N,1,19.8,5.5,19.8
1457,Surry_4,s.gum,southern,N,1,26.6,2.5,26.6
1458,Surry_4,w.oak,maine,Y,1,12.8,5.5,21.8
1459,Surry_4,tulip,southern,N,1,-23.6,2.5,4.9
1460,Surry_4,w.pine,local,N,1,29,2.5,29
1461,Surry_4,ch.oak,maine,Y,1,1,5.5,5
1462,Surry_4,r.oak,local,N,1,0,0,0
1463,Surry_4,s.gum,southern,N,1,5.7,5.5,18.2
1464,Surry_4,w.spruce,local,Y,1,12.2,2.5,12.2
1465,Surry_4,r.cedar,maine,N,1,-25.3,2.5,0
1466,Surry_4,w.pine,local,N,1,33.6,2.5,33.6
1467,Surry_4,r.cedar,maine,N,1,-0.9,0.5,0
1468,Surry_4,tulip,southern,N,1,-23.5,2.5,0
1469,Surry_4,w.oak,maine,N,1,8.6,5.5,8.6
1470,Surry_4,s.gum,southern,N,1,32.1,2.5,32.1
1471,Surry_4,ch.oak,maine,Y,1,-7.6,5.5,6.4
1472,Surry_4,r.oak,local,Y,1,-24.5,3,0
1473,Surry_4,w.spruce,local,N,1,11.6,2.5,11.6
1474,Surry_4,s.gum,southern,N,1,-2.3,3.5,10.7
1475,Surry_4,r.oak,local,N,1,-20,5.5,0
1476,Surry_4,r.cedar,maine,N,1,-1.5,0.5,0
1477,Surry_4,w.spruce,local,N,1,2.9,0.5,2.9
1478,Surry_4,w.oak,maine,N,1,10.1,3.5,10.1
1479,Surry_4,w.pine,local,N,1,51,5.5,51
1480,Surry_4,tulip,southern,N,1,-1.7,1.5,4.3
1481,Surry_4,ch.oak,maine,Y,1,-6.3,5.5,19.7
1482,Surry_4,w.spruce,local,N,1,59.9,5.5,59.9
1483,Surry_4,r.oak,local,N,1,16.2,2.5,16.2
1484,Surry_4,s.gum,southern,Y,1,-0.6,4.5,44.4
1485,Surry_4,w.pine,local,N,1,36.9,5.5,36.9
1486,Surry_4,tulip,southern,N,1,2.5,2.5,2.5
1487,Surry_4,ch.oak,maine,N,1,24,5.5,24
1488,Surry_4,w.oak,maine,Y,1,10.6,5.5,10.6
1489,Surry_4,r.cedar,maine,N,1,20.9,2.5,20.9
1490,Surry_4,tulip,southern,Y,1,-35.1,2.5,0
1491,Surry_4,r.cedar,maine,N,1,0,0,0
1492,Surry_4,w.oak,maine,Y,1,56.8,5.5,56.8
1493,Surry_4,ch.oak,maine,N,1,9.5,5.5,11.5
1494,Surry_4,s.gum,southern,N,1,-5.2,5.5,19.3
1495,Surry_4,w.spruce,local,N,1,24.7,5.5,24.7
1496,Surry_4,w.pine,local,N,1,5.3,2.5,5.3
1497,Surry_4,r.oak,local,N,1,-34.1,5.5,0
1498,Surry_4,r.cedar,maine,N,1,0,0,0
1499,Surry_4,w.oak,maine,N,1,29.8,5.5,29.8
1500,Surry_4,s.gum,southern,N,1,-12.5,4.5,14.5
1501,Surry_4,w.pine,local,N,1,8.3,5.5,52.3
1502,Surry_4,w.spruce,local,N,1,4.2,5.5,4.2
1503,Surry_4,r.oak,local,Y,1,-3.2,0.5,0
1504,Surry_4,ch.oak,maine,N,1,-18.6,5.5,32.4
1505,Surry_4,tulip,southern,N,1,-34.6,1.5,0
1506,Surry_4,r.oak,local,Y,1,0,0,0
1507,Surry_4,s.gum,southern,N,1,-4,4.5,7
1508,Surry_4,w.spruce,local,N,1,12.5,2.5,12.5
1509,Surry_4,tulip,southern,Y,1,-53.5,2.5,0
1510,Surry_4,ch.oak,maine,N,1,3.2,5.5,4.7
1511,Surry_4,r.cedar,maine,N,1,0,0,0
1512,Surry_4,w.oak,maine,Y,1,6.4,5.5,22.4
1513,Surry_4,w.pine,local,N,1,8.8,5.5,30.8
1514,Surry_4,r.cedar,maine,N,1,-2.5,0.5,0
1515,Surry_4,w.spruce,local,N,1,25,5.5,25
1516,Surry_4,ch.oak,maine,Y,1,-23.5,5.5,10.5
1517,Surry_4,r.oak,local,N,1,-18.5,5.5,10.5
1518,Surry_4,w.pine,local,N,1,15.5,5.5,22.5
1519,Surry_4,tulip,southern,Y,1,0,0,0
1520,Surry_4,s.gum,southern,Y,1,-8,4.5,35
1521,Surry_4,w.oak,maine,N,1,0,0,0
1522,Surry_4,ch.oak,maine,N,1,-13,5.5,0
1523,Surry_4,w.pine,local,Y,1,0,0,0
1524,Surry_4,tulip,southern,N,1,18,2,26
1525,Surry_4,r.oak,local,Y,1,32,5.5,34
1526,Surry_4,w.oak,maine,N,1,32,5.5,32
1527,Surry_4,w.spruce,local,N,1,-15.5,3,5.5
1528,Surry_4,r.cedar,maine,N,1,0,0,0
1529,Surry_4,s.gum,southern,N,1,-30,2,0
1530,Surry_4,ch.oak,maine,N,1,19,5.5,19
1531,Surry_4,tulip,southern,N,1,-25,5.5,0
1532,Surry_4,w.pine,local,N,1,,3.5,0
1533,Surry_4,s.gum,southern,N,,9.5,3.5,11
1534,Surry_4,r.cedar,maine,Y,1,0,0,0
1535,Surry_4,w.oak,maine,Y,1,36.5,5.5,36.5
1536,Surry_4,w.spruce,local,N,1,-14,2.5,0
1537,Surry_4,r.oak,local,Y,1,7,0.5,7
